transType,value,input,context
New-Order,1103.30211778976,"4,1,1407,0,65286,10,88630,4,95059,10,63150,8,84689,1,72004,3,80967,2,96810,10,97344,5,65410,3,97166,2,74829,2,72652,9","110,31977.303545454586,482405,19551.618206880106"
New-Order,11175.2797682799,"13,7,1663,0,15822,10,1942,5,8286,2,2334,3,13750,10,11164,4","109,32259.396697247746,482406,19551.580225453243"
New-Order,961.4835313267797,"3,7,831,0,48501,2,33798,3,31247,4,21328,1,21396,1,25406,2,23254,3,29964,1,48373,7","108,32242.30388888893,482407,19551.61039466674"
Payment,1150004.97,,"110,31977.303545454586,482405,19551.618206880106"
Payment,24086.97,,"110,31889.74800000004,482407,19551.61039466674"
Payment,1329.2504999999999,,"110,31679.328818181857,482408,19551.6212631424"
Payment,770.0850000000002,,"109,31954.840642201874,482408,19551.6212631424"
New-Order,2319.06225967416,"6,7,191,0,48934,8,56341,9,40912,3,40918,1,48132,3,36694,10,57358,1,40718,9,55668,6,43518,3,44950,3","110,31889.74800000004,482407,19551.61039466674"
Payment,1352.943,,"111,31592.01225225229,482408,19551.6212631424"
Payment,9496.457999999999,,"112,31321.767589285748,482408,19551.6212631424"
New-Order,416.5880049407998,"4,8,2595,0,74822,9,93134,3,78421,9,80705,10,61718,1,80464,6,98575,4,71752,2,70742,1,65238,10,97094,1","111,20092.384414414446,482409,19554.22948910571"
Stock-Level,3206.0279999999993,"11,5","89,37784.08764044951,482319,19550.454608236447"
New-Order,2244.2489748726593,"4,10,1583,0,49150,6,24702,3,39920,2,30742,7,32628,3,54574,8,46278,4,39482,4,52750,7,40718,4","108,20352.04601851855,482412,19554.174704008183"
New-Order,907.6686769360001,"1,2,659,0,97174,6,89170,10,97069,10,86093,8,95318,9,68541,4,61830,8,71218,10,88649,8,80948,1,93174,10,71186,2,99222,2,72726,1,89003,1","110,20004.706090909123,482410,19554.250597230566"
New-Order,13777.416075698657,"6,3,179,0,8981,2,13773,7,13740,5,13451,1,2466,5,9029,5,13206,9,13267,5,9974,5,13780,6","109,20195.446788990856,482412,19554.174704008183"
New-Order,1204.8352038696398,"15,8,1647,0,92870,1,84526,6,80405,8,72790,8,68646,10,97334,10,88636,8,88551,4,95309,10","108,20352.04601851855,482412,19554.174704008183"
Order-Status,732.5500000000001,"15,8,0,ATIONESEOUGHT","112,19840.38196428575,482414,19554.11897090465"
New-Order,531.30257596416,"4,3,1145,0,65462,4,97349,3,60946,10,97365,1,72372,8,61390,7,99334,2,71734,5,80918,10","108,20276.06722222226,482414,19554.11897090465"
New-Order,1108.99898144896,"3,7,2303,0,65518,4,79904,8,78358,2,97302,6,83957,7,65550,3,79782,9,79896,2,80830,6,97190,8,64214,3,72774,8,67982,1,69716,5","107,20458.708224299102,482414,19554.11897090465"
New-Order,2254.8872281844997,"11,10,1139,0,21068,10,36229,6,21312,4,25426,10,34126,10,56342,5,35606,1,40910,10,58366,2,25492,10","108,20276.06722222226,482414,19554.11897090465"
New-Order,0.0,"4,10,1135,0","113,19674.1265486726,482414,19554.11897090465"
Payment,43445.678400000004,,"109,20116.605412844074,482414,19554.11897090465"
Payment,1428.1677000000002,,"110,19952.138090909128,482414,19554.11897090465"
New-Order,1731.8930528222397,"6,3,1649,0,52614,5,49174,8,57362,10,32014,3,36588,4,25105,5,57298,7","111,20004.45594594598,482414,19554.11897090465"
Order-Status,1271.0300000000002,"4,1,0,PRESPRIESE","115,18928.623913043506,482416,19554.152741700098"
Payment,4444.8831,,"108,20366.97592592596,482413,19554.137632298454"
New-Order,498.74849403624,"1,7,1647,0,78806,9,85037,5,75830,7,80310,3,64517,4,96714,2,96854,1,95992,4,96262,5,97238,2,89070,6,76870,3,78594,5,61398,10","114,19070.876403508802,482416,19554.152741700098"
Payment,1264.5639,,"115,18928.623913043506,482416,19554.152741700098"
New-Order,350.86028388222,"4,6,322,0,72746,3,77230,6,78418,6,80582,8,77846,3","115,18928.623913043506,482416,19554.152741700098"
Payment,584.9901000000001,,"114,19518.970000000034,482414,19554.11897090465"
Payment,3903.5357999999997,,"112,19840.38196428575,482414,19554.11897090465"
Payment,1082.0061000000003,,"115,19386.780173913077,482414,19554.11897090465"
Payment,12696.272100000002,,"114,19043.64587719301,482418,19554.086285627807"
New-Order,2812.88101761856,"6,7,2163,0,39366,5,20813,7,33190,3,23502,10,25521,9,38670,8,29254,6,40716,3,48786,10,55823,5","114,19043.64587719301,482418,19554.086285627807"
Payment,2484.9746999999998,,"114,19046.52842105266,482417,19554.12358302049"
New-Order,748.1280693952799,"3,2,1533,0,21198,2,48117,3,25022,8,40470,6,25557,1","113,19168.735486725698,482420,19554.01670562994"
New-Order,19096.9766286194,"15,3,2381,0,9301,5,19825,5,13470,6,1679,5,2718,9,13214,2,11742,9,13786,10,15580,9,13790,4,13274,5,2820,2","113,19168.735486725698,482420,19554.01670562994"
New-Order,807.2834955847201,"11,9,526,0,80406,7,96021,7,65534,1,78900,7,92934,2,97291,9,80446,10,88607,4,86869,10,92805,6,62485,1,79589,2,64886,9","112,19327.95803571432,482421,19553.978941505437"
Payment,451.2834,,"115,18883.55217391307,482418,19554.086285627807"
Payment,2055.8691,,"111,19366.48594594598,482423,19553.93672610965"
New-Order,2590.3382609286,"15,9,2675,0,49094,5,35654,6,55306,10,28566,4,32229,5,36884,10,40854,6,47893,8,32508,10,40974,8","113,19318.8476106195,482423,19553.93672610965"
Payment,512.2521000000002,,"112,19203.606964285747,482423,19553.93672610965"
New-Order,979.0588432220397,"4,4,1085,0,54131,2,35306,2,34574,8,39803,7,36886,9","113,19326.427964601804,482424,19553.897348307702"
Payment,1249.263,,"114,19161.78508771933,482423,19553.93672610965"
New-Order,3768.8525849408,"13,2,1647,0,45988,3,45078,10,57214,10,55030,5,25430,6,28148,1,30364,10,38658,9,56021,4,43542,7,49042,5,25556,2,53230,6","112,19476.323660714323,482425,19553.862076944595"
Payment,2742.7653000000005,,"111,19360.87288288292,482422,19553.970899648015"
Payment,1579.3056000000001,,"112,19507.296517857183,482426,19553.822855484563"
Payment,2430.7533,,"113,19340.262123893845,482425,19553.862076944595"
New-Order,2508.4047138091205,"1,6,2343,0,56854,8,56284,10,25524,3,32758,6,40395,4,47060,2,47637,5,56653,3,36692,7,35861,1,25258,8,40822,8,57086,6,55062,4","112,19522.677053571468,482428,19553.75168746423"
Payment,592.6284000000002,,"111,19366.48594594598,482423,19553.93672610965"
New-Order,678.0444024513599,"15,5,2683,0,93974,2,63364,1,80726,1,80720,10,68342,1,65490,9,76354,6,97366,7,65621,9,67664,3,80917,5","110,19832.62854545458,482430,19553.680885869442"
Payment,27470.664000000004,,"113,19347.019734513317,482426,19553.822855484563"
Delivery,2708.3300000000004,"3,0,0","110,19832.62854545458,482430,19553.680885869442"
New-Order,22975.422986043355,"1,9,702,0,11158,8,8477,7,12762,4,17800,3,10717,8,12755,1,10970,4,13758,4,8957,7,10628,10","110,19869.271636363672,482431,19553.64187087893"
Payment,1072.9341,,"112,19507.367500000044,482427,19553.785200558832"
New-Order,15501.714784404443,"6,9,2991,0,11602,4,2374,10,13790,3,11698,7,2586,10,12060,2,9533,6,13468,6,13278,10,2676,6","110,19869.271636363672,482431,19553.64187087893"
Payment,755.1144,,"113,19379.87575221243,482427,19553.785200558832"
New-Order,2862.819546047999,"3,1,1149,0,25045,8,22646,2,44500,5,55284,8,36852,3,48126,5,22358,3,48146,8,52981,6,25021,4,40454,1,24742,6,49046,8,49110,2","110,19573.022181818218,482432,19553.671638303415"
Payment,1561.4370000000001,,"110,19573.022181818218,482432,19553.671638303415"
New-Order,2179.8863510871997,"6,9,2623,0,32789,10,37777,8,48613,9,30611,6,28502,2,53114,1,46068,3,54800,7,40715,7","111,19936.90144144148,482433,19553.633852617866"
Payment,1218.393,,"111,19649.334054054092,482432,19553.633852617866"
Order-Status,2359.0800000000004,"15,4,0,BARPRIEING","110,20128.746545454585,482435,19553.558718500928"
Payment,1395.594,,"111,19964.77315315319,482434,19553.595253775635"
Payment,1220.3298,,"110,19573.022181818218,482432,19553.671638303415"
New-Order,1720.8080106604796,"3,3,2303,0,49153,6,21462,7,46323,5,32212,3,36499,1,48526,5,38925,9,40444,1","111,19964.77315315319,482434,19553.595253775635"
New-Order,797.0991824996198,"6,8,573,0,69714,6,80908,8,80918,9,66134,5,70470,4,85078,2,64534,8","111,19976.27423423427,482435,19553.558718500928"
Payment,1403.469,,"110,19815.922454545493,482433,19553.633852617866"
Payment,2107.9197,,"110,20145.569727272763,482436,19553.520993727656"
New-Order,244.77413866751996,"13,9,1630,0,61380,5,89110,5,80868,1,96303,6,99390,4","109,20316.165229357834,482437,19553.48367722624"
New-Order,721.4112047696398,"6,10,2047,0,88388,1,89110,7,68676,9,88130,9,68402,8,72190,4,95487,1,64014,8,72274,4,61457,4,97044,2,72278,1,87952,3,62486,4","109,20322.143853211044,482439,19553.408971455447"
Payment,910.4724,,"109,20325.7793577982,482438,19553.44626951027"
Payment,12156.455699999999,,"108,20490.32805555559,482438,19553.44626951027"
Payment,512.6247,,"108,20486.215833333372,482440,19553.373835399212"
New-Order,3086.03691060952,"13,2,2422,0,49813,10,25540,4,25552,4,53269,3,44562,8,25558,9,31254,3,23348,9,25409,10,56788,10,46980,2,48854,4,49022,10","109,20302.735504587195,482440,19553.373835399212"
Payment,394.3566,,"108,20351.33222222226,482442,19553.32621363811"
Payment,987.8922000000001,,"109,20302.310550458755,482441,19553.335635217565"
Payment,1246.878,,"108,20486.215833333372,482440,19553.373835399212"
New-Order,2290.6214374220804,"11,9,451,0,47637,9,32624,10,49174,5,31702,7,44566,2,54504,3,39894,1,56022,10,32610,4,32772,2,47638,9,48498,4","107,20535.616915887887,482443,19553.28699562435"
Payment,2908.9206000000004,,"108,20389.402500000037,482443,19553.28699562435"
Payment,2625.3360000000002,,"105,20942.510190476227,482446,19553.171815975256"
Payment,27646.1019,,"106,20758.00933962268,482445,19553.20947363948"
New-Order,825.5691540924801,"13,9,2545,0,71122,8,76350,1,95545,5,60950,10,85526,8,93098,2,94166,7,84558,3,81322,5,85062,9","105,20944.745047619086,482447,19553.138730658495"
Stock-Level,4326.994000000001,"8,6","93,35188.6597849463,482356,19549.71671966347"
New-Order,2374.957099733749,"6,9,1623,0,48018,6,39941,8,52500,2,56500,2,38407,10,30473,5,40260,6,40582,6,49170,4,55078,8,40451,2","103,20991.749514563147,482449,19553.134464409708"
Payment,617.1309000000001,,"106,20781.03292452834,482446,19553.171815975256"
New-Order,1280.4489006376195,"1,10,703,0,80566,5,84694,8,76885,9,88661,5,62420,8,65490,8,86994,2,76885,6,81877,9,75334,7,80701,9,86996,5,96709,10,86462,9","104,21118.088365384654,482448,19553.10424798113"
New-Order,633.2667968827199,"13,6,1655,0,30210,9,27582,2,36996,4,32738,3,35782,5,55650,2","104,20800.74509615389,482449,19553.134464409708"
Delivery,13409.564999999999,"8,0,0","104,20800.74509615389,482449,19553.134464409708"
New-Order,201.19735332899998,"11,1,1663,0,97366,5,95829,1,72180,5,97046,5,96048,4,78422,1,65172,5,65461,7","104,20825.984134615424,482450,19553.095514789096"
Payment,576.5985000000001,,"105,20648.46361904766,482450,19553.095514789096"
New-Order,340.00931441707996,"6,5,1658,0,87923,1,96260,9,97206,2,65238,4,88116,10,78358,6,84677,1","104,20825.984134615424,482450,19553.095514789096"
New-Order,0.0,"11,5,2011,0","107,20278.444859813124,482450,19553.095514789096"
New-Order,24323.975676980488,"13,8,679,0,6835,7,9502,8,9622,7,2982,8,17880,1,13278,9,9045,10,13744,4","106,20467.337641509475,482450,19553.095514789096"
Payment,1293.2055,,"106,20467.337641509475,482450,19553.095514789096"
Order-Status,716.1500000000001,"8,3,0,PRESABLECALLY","108,20355.763425925965,482452,19553.019242349495"
Payment,1436.1948000000002,,"106,20463.03537735853,482451,19553.056461609573"
Payment,677.1195,,"107,20276.601214953313,482451,19553.056461609573"
Delivery,3801.9224999999997,"11,0,0","108,20088.854907407447,482451,19553.056461609573"
Stock-Level,68343.46399999999,"15,9","97,33581.88525773202,482359,19549.71329283789"
Payment,398.0178,,"108,20355.763425925965,482452,19553.019242349495"
Payment,16329.640500000001,,"108,20355.763425925965,482452,19553.019242349495"
New-Order,1031.4972412478999,"1,9,655,0,71510,2,71734,8,89020,3,79510,1,65518,7,80950,6,96342,4,86990,5,72782,8,89172,2,82861,5,90582,10","106,20715.220943396267,482454,19552.94359366903"
New-Order,587.4054612453998,"15,6,2047,0,89140,9,72709,1,62869,7,79828,9,96301,9,64022,6,80902,5,61366,3,80974,10","106,20715.220943396267,482454,19552.94359366903"
New-Order,1553.9397361526503,"11,3,1467,0,76162,10,82509,5,96774,9,71750,9,87125,4,99165,9,65078,5,89166,7,89110,3,88917,7,92694,5,60156,9,88149,3,98644,1","106,20715.220943396267,482454,19552.94359366903"
Payment,685.179,,"104,20915.019134615428,482456,19552.905342601185"
Payment,1388.1698999999999,,"106,20715.220943396267,482454,19552.94359366903"
New-Order,2940.8545613454003,"1,5,7,0,38694,9,35798,1,56725,1,46036,6,25734,1,54246,5,30598,7,56342,7,57046,2,57214,5,38646,4,27662,9,40582,6,57312,4,49101,2","105,20730.48247619052,482456,19552.905342601185"
Payment,997.7012999999998,,"107,20371.107850467328,482456,19552.905342601185"
New-Order,1919.1093790536497,"13,2,1263,0,54014,6,21206,4,47121,7,49141,8,57092,6,40414,1,22482,1,54289,4,32757,10,59030,9","106,20555.30792452834,482457,19552.866568150108"
Payment,29674.7145,,"106,20545.267075471736,482456,19552.905342601185"
New-Order,569.2457619789499,"6,6,1119,0,89172,6,80961,1,96336,5,72782,6,72780,4,79821,8,95318,3,65486,1,87061,1,79828,1,87124,1","105,20734.750952380997,482458,19552.82959275211"
Delivery,11471.560000000001,"1,0,0","105,20763.134666666712,482459,19552.791618334402"
New-Order,1254.9287530264799,"11,1,2671,0,55298,9,57276,6,53206,2,40979,3,53010,3,48766,8,55254,1,49121,8,52220,7","105,20763.134666666712,482459,19552.791618334402"
Payment,2069.1612,,"104,20915.019134615428,482456,19552.905342601185"
New-Order,499.24451587500005,"13,10,390,0,75598,10,64267,4,86229,3,68510,5,63510,7,96130,10,78925,2,63895,7","106,20601.323490566083,482459,19552.791618334402"
Payment,3818.0484000000006,,"105,20448.61752380957,482460,19552.827025743063"
New-Order,663.0577835727997,"6,3,454,0,86486,2,97362,2,87061,2,95188,5,72790,10,88150,10,77142,10,68646,5","106,20264.318773584953,482460,19552.827025743063"
Order-Status,3743.2800000000007,"13,10,709,null","107,20085.028130841172,482461,19552.79179324339"
Order-Status,272.89000000000004,"6,2,1614,null","107,20050.488691588835,482462,19552.76103610232"
Payment,344.70360000000005,,"106,20264.318773584953,482460,19552.827025743063"
New-Order,17012.792405594995,"11,7,819,0,12950,5,15308,10,9118,6,13276,9,13776,4,18910,3,15837,7,9637,9","107,20101.56570093463,482460,19552.827025743063"
Payment,2482.083,,"107,20050.488691588835,482462,19552.76103610232"
Payment,739.4895000000001,,"106,20267.10386792458,482461,19552.79179324339"
Payment,4746.859200000001,,"107,20050.488691588835,482462,19552.76103610232"
New-Order,1502.46036014585,"15,1,2670,0,40651,3,59386,3,31621,3,50176,4,32723,1,53190,8,36882,9,40950,10,39957,5","107,20050.488691588835,482462,19552.76103610232"
Payment,1358.1000000000001,,"107,20324.72317757014,482463,19552.72139119476"
Payment,3843.0126,,"106,20487.557358490612,482464,19552.687215750804"
Payment,3641.4603,,"105,20673.982190476236,482465,19552.64858136859"
New-Order,2003.8775310246,"15,10,1993,0,49168,10,53270,6,28627,5,57286,5,32786,8,48407,7,57222,5,47120,1,38378,10,32657,7","105,20643.258095238136,482466,19552.620201485694"
New-Order,649.6883495421199,"6,5,1398,0,89174,1,66454,3,65414,7,63210,5,60274,9,95966,9,95318,7,88342,3,68506,1","104,20816.421250000043,482466,19552.620201485694"
New-Order,1381.2175833686997,"11,3,514,0,43026,8,46990,3,50837,7,57094,3,57366,7,32781,2,52758,2,40661,9,21460,4,56326,2,21461,8,32271,5","104,20827.241346153885,482467,19552.582802823814"
Stock-Level,7874.132,"8,9","100,32901.29910000004,482366,19549.541317464318"
New-Order,3482.9349128140007,"13,10,391,0,40342,6,23212,8,45062,5,40874,1,49094,10,54806,10,48906,1,23477,7,22998,4,21206,8,48613,10,38885,6","103,20983.38485436897,482468,19552.552110378296"
Delivery,10061.877499999999,"8,0,0","103,20972.686116504894,482469,19552.520902317032"
Payment,540.5778000000001,,"103,20972.686116504894,482469,19552.520902317032"
New-Order,1241.0522749779,"6,10,2399,0,65558,9,92757,9,67734,10,65548,9,65166,5,80718,7,62518,10,97107,2,97236,2,72262,1,72780,7,76358,7","104,20781.261346153882,482469,19552.520902317032"
Payment,3496.8834000000006,,"105,20614.6307619048,482469,19552.520902317032"
Payment,2690.5527,,"105,20614.6307619048,482469,19552.520902317032"
New-Order,3089.58096050464,"13,4,2413,0,25454,6,36850,4,36374,3,48150,5,34834,3,32437,10,56854,6,40766,1,34549,6,23750,5,38786,8,40726,5,40308,6,56227,9","106,20464.479905660413,482469,19552.520902317032"
Payment,17809.623900000002,,"105,20653.02371428575,482470,19552.481759694892"
Delivery,10970.822499999998,"15,0,0","106,20472.975377358525,482470,19552.481759694892"
New-Order,2029.2001632327597,"6,1,2685,0,21902,5,39946,9,52628,7,22484,10,27574,3,57025,4,39922,10","106,20472.975377358525,482470,19552.481759694892"
Payment,1878.5520000000001,,"104,20793.236346153884,482472,19552.416541084236"
New-Order,775.7477758799998,"8,2,710,0,72016,10,76238,9,76630,7,86318,4,97358,6,96854,5,65365,4,78565,6","105,20626.840476190515,482471,19552.45018195911"
Order-Status,42597.229999999996,"11,10,0,EINGPRESCALLY","104,20637.135384615423,482474,19552.385388393977"
Payment,993.708,,"105,20630.443461538496,482473,19552.42158752924"
New-Order,962.3037242397598,"8,1,1055,0,80374,2,95254,10,68662,9,93142,8,80849,6,90171,6,72150,10,89157,8,70486,1,69693,7,65480,6,89030,5","104,20630.443461538496,482473,19552.42158752924"
Payment,12153.0618,,"105,20460.470095238135,482473,19552.42158752924"
Payment,27380.403000000002,,"105,20454.545428571466,482474,19552.385388393977"
New-Order,418.02312203232003,"11,5,103,0,80809,8,96845,3,61454,9,65547,8,92466,5","105,20454.545428571466,482474,19552.385388393977"
Stock-Level,1546.9160000000004,"3,9","109,31042.71422018354,482383,19552.23298947101"
Payment,23481.2034,,"104,20639.427596153884,482475,19552.34740593812"
New-Order,1026.286785447,"6,9,2651,0,28661,6,39950,4,32214,2,32722,2,59411,10,32774,1,53135,8","104,20511.443076923115,482476,19552.33797838648"
Payment,252.67139999999998,,"104,20630.443461538496,482473,19552.42158752924"
New-Order,417.12287207976,"8,3,2342,0,88146,6,65490,3,91722,2,87126,5,89170,5,87122,2","104,20511.443076923115,482476,19552.33797838648"
Payment,981.7928999999999,,"104,20226.992211538498,482477,19552.360508645997"
Payment,3740.283,,"104,20226.992211538498,482477,19552.360508645997"
New-Order,3222.6649491254393,"11,1,814,0,30724,1,32622,4,24783,1,53085,5,51210,6,31053,8,46868,2,25494,3,39957,6,49174,1,54742,4,49158,4,22718,10,23222,6","104,20226.992211538498,482477,19552.360508645997"
Delivery,2977.9749999999995,"13,0,0","103,20141.922815534017,482478,19552.380067630016"
Payment,2668.7799,,"103,20158.95058252431,482479,19552.340189334656"
Payment,958.7970000000001,,"103,20152.689708737904,482480,19552.302176877787"
New-Order,1235.0228643144,"8,10,1662,0,64910,2,61270,5,76630,6,72438,10,76368,10,80022,3,68182,10,88002,9,75798,2,89160,10","104,19970.568557692346,482479,19552.340189334656"
New-Order,792.7562356991199,"11,4,538,0,72278,7,80854,9,64246,8,89173,4,89174,8,89110,7,65494,5,92930,1,72278,3,80678,4,60948,4,97358,6","103,20152.374854368973,482481,19552.2702659172"
Order-Status,982.1800000000002,"8,6,0,OUGHTATIONCALLY","103,20135.692135922367,482483,19552.19849955335"
New-Order,1315.8240101932797,"15,7,567,0,28510,5,39574,3,28550,6,56756,7,55029,6","102,20317.645294117687,482482,19552.23657040055"
Payment,1314.5571,,"103,20158.95058252431,482479,19552.340189334656"
Payment,2550.5118,,"103,20135.692135922367,482483,19552.19849955335"
Payment,2659.0113,,"103,20135.692135922367,482483,19552.19849955335"
Payment,802.6776000000001,,"102,20309.521274509843,482481,19552.2702659172"
Payment,916.0857000000003,,"103,20135.692135922367,482483,19552.19849955335"
New-Order,13662.221257638234,"15,2,706,0,11672,1,19678,10,13662,3,9623,2,13274,3,9562,10,9420,3,17850,8,8926,5,2822,10","104,19960.06692307696,482483,19552.19849955335"
New-Order,2122.701251475,"11,7,1599,0,30660,7,24532,8,30697,10,52688,7,23094,3,37885,7,48101,1,30486,7,35798,6,25110,8,23250,5,47829,4","101,20473.193465346576,482486,19552.09362153513"
New-Order,1218.3221110088,"6,7,391,0,83924,2,79438,2,83474,3,69718,6,88563,9,68949,9,89174,8,76886,8,80894,10,97358,8,64513,8,80980,7,65533,6,80814,3,86092,2","103,20138.097572815575,482484,19552.161339173937"
New-Order,1264.7856079196802,"8,6,2669,0,80966,10,80829,3,65298,7,90086,10,80644,1,88132,4,63921,1,72787,6,72593,7,83542,5,70084,6,60141,8,88118,2,70730,9","101,20473.193465346576,482486,19552.09362153513"
New-Order,630.93106808928,"8,8,1647,0,80072,3,61950,9,96930,3,88958,6,79821,4,78677,1,85014,6,86509,1,89165,2,97366,6,88101,1,86718,10","100,20668.015800000045,482487,19552.055151827917"
Payment,2344.7313,,"103,20152.374854368973,482481,19552.2702659172"
Payment,20767.7034,,"100,20913.097500000044,482488,19552.016972463556"
Payment,1549.9674000000002,,"100,20913.097500000044,482488,19552.016972463556"
Stock-Level,36468.824,"6,8","112,31456.875000000036,482398,19551.833544852998"
Order-Status,1794.4700000000003,"6,8,1113,null","101,20489.74049504955,482491,19551.958507868534"
New-Order,2156.2401379100397,"11,5,1662,0,21176,6,40582,2,45788,4,48149,4,53262,5,55062,9,48106,4,31428,3,30738,8,36236,4,39952,2,56693,3","101,20746.600594059448,482488,19552.016972463556"
New-Order,17976.561411661994,"6,6,2651,0,15066,9,12254,7,15304,1,2926,1,11981,8,13628,2,13258,3,6502,6,18748,8,13660,5,13323,7,2965,2,1957,9","103,20377.68524271849,482488,19552.016972463556"
Payment,2956.5647999999997,,"102,20307.620882352985,482490,19551.995064933977"
New-Order,1963.5635482848,"8,10,1019,0,25868,3,21197,3,32598,7,55060,9,25406,4,39933,9,59382,6,42854,6,43798,1,49137,2","104,20191.453846153887,482488,19552.016972463556"
Payment,2133.7749,,"103,20377.68524271849,482488,19552.016972463556"
New-Order,1112.84606953212,"13,8,583,0,99374,3,80210,10,84985,8,89032,1,72786,8,71734,6,80195,8,65462,7,70222,2,60845,3,83854,3,80338,2,65234,1,97230,9","103,20359.38320388354,482489,19551.982448801933"
Payment,692.3799,,"101,20489.74049504955,482491,19551.958507868534"
Payment,1271.4246000000003,,"103,20468.075242718493,482491,19551.958507868534"
Payment,3144.9465,,"101,20489.74049504955,482491,19551.958507868534"
New-Order,566.0590213151999,"11,5,1335,0,80978,9,88790,1,95189,7,80342,1,72773,5,81734,10,89134,1,94740,8,72077,7,88917,5,60934,5,64278,5,88950,5","102,20321.938725490243,482491,19551.958507868534"
Order-Status,1476.4500000000003,"6,3,0,OUGHTPRIESE","101,20832.170594059455,482495,19551.814466968564"
New-Order,479.55618812640006,"13,3,39,0,68626,6,64206,10,84806,4,64850,4,65413,5,62181,4,79796,2,89164,8,65174,8","103,20451.200776699076,482493,19551.890487095145"
Payment,1952.6346,,"103,20460.65660194179,482492,19551.925550060925"
New-Order,2035.8881257153591,"15,8,1659,0,51092,3,32534,7,48107,6,25100,6,57350,9,36490,5,21844,6,29438,5,59136,2,40490,1,57364,3,26332,4,21158,3","102,20643.32245098044,482494,19551.851736145938"
Payment,4515.219,,"103,20460.65660194179,482492,19551.925550060925"
Payment,2193.9012000000007,,"102,20635.424901960832,482493,19551.890487095145"
Stock-Level,6616.96,"15,7","110,30806.949181818232,482381,19552.29751824801"
New-Order,841.1772061675498,"6,9,393,0,80973,7,86710,8,89678,9,64270,2,98064,8,74518,10,78542,10,87749,1,63430,5","100,21001.665800000053,482496,19551.781991747077"
New-Order,809.0946010392,"11,10,2679,0,78292,10,72726,6,88390,5,91094,4,64014,9,76246,2,84694,7,95318,4,88916,2,76882,10,96081,6,64274,4","101,20807.70079207926,482496,19551.781991747077"
Payment,1074.8376,,"101,20807.70079207926,482496,19551.781991747077"
New-Order,488.2008335526,"13,7,1647,0,60308,10,97078,8,80942,1,64390,8,63382,9,61370,8,65420,2","101,20795.649108910944,482497,19551.746465884757"
New-Order,2815.7149676709896,"3,5,1911,0,31566,7,32246,1,57238,10,38925,9,40726,5,56790,8,28686,9,40713,8,38294,9,23444,1,56022,9,47116,7","100,20964.874700000048,482499,19551.681433495192"
New-Order,1742.1360530112001,"8,10,701,0,56326,2,40918,7,57362,7,56453,2,50860,6,21326,4,32769,5,43534,8,25366,1,23444,3,36625,7,52758,4,38776,2","101,20795.649108910944,482497,19551.746465884757"
New-Order,10752.682904204641,"15,7,709,0,11174,9,8414,8,2438,10,1445,3,12946,8","100,20964.874700000048,482499,19551.681433495192"
Payment,3322.1097000000004,,"100,20964.874700000048,482499,19551.681433495192"
Payment,466.56,,"101,20774.35970297034,482500,19551.643662051807"
Payment,573.6825000000001,,"101,20775.6352475248,482499,19551.681433495192"
New-Order,496.44184276232,"15,5,1151,0,96772,1,79938,1,64530,3,76822,4,88018,7,61398,1,80776,4,79958,8","101,20784.118712871335,482498,19551.716341746487"
Delivery,23453.6375,"11,0,0","101,20774.35970297034,482500,19551.643662051807"
Delivery,2335.535,"13,0,0","104,20259.0922115385,482500,19551.643662051807"
New-Order,13886.913239036317,"3,9,1597,0,2708,3,13274,3,19388,10,7889,8,13502,8,14445,5,13790,3","103,20423.86000000004,482500,19551.643662051807"
New-Order,1551.6721861466,"8,1,645,0,99350,2,72517,10,97365,10,82774,6,71096,3,88918,7,78922,9,78166,6,64278,5,78918,4,88822,8,96821,2,60788,6,90196,6","104,20259.0922115385,482500,19551.643662051807"
New-Order,843907.2859279551,"15,10,1644,0,629,2,998,6,963,4,766,9,62,4,518,2,532,3,758,4,566,3,206,6","105,20280.12619047623,482500,19551.643662051807"
Stock-Level,7364.049000000002,"8,3","110,31977.303545454586,482405,19551.618206880106"
Payment,3589.2477000000003,,"102,20823.80029411769,482503,19551.533260021177"
Payment,24112.606500000005,,"103,20629.758155339845,482503,19551.533260021177"
Payment,1447.0974,,"102,20823.80029411769,482503,19551.533260021177"
New-Order,1997.4770987394998,"15,3,133,0,57313,2,40470,1,32406,1,26133,3,22470,6,32406,9,38344,6,32786,7,49045,4,55268,8","103,20629.758155339845,482503,19551.533260021177"
Payment,1041.6924,,"105,20493.283238095275,482503,19551.533260021177"
New-Order,11240.096885860497,"3,10,578,0,19806,7,2501,9,17870,10,18900,3,17886,4","104,20670.729519230805,482503,19551.533260021177"
New-Order,3892.228620251999,"8,1,1615,0,34322,8,48422,10,32766,3,24385,4,40470,4,56980,3,36846,3,55318,8,56209,3,24998,8,34836,7,49166,8,21461,7","104,20435.691153846194,482501,19551.61164082561"
Payment,970.4853,,"106,32063.615283018906,482503,19551.533260021177"
New-Order,474.30466139559996,"6,9,687,0,97237,3,70654,4,97046,9,72566,10,72469,7,87105,10,78002,2","105,32326.781428571463,482504,19551.501922740532"
New-Order,3919.2879582432797,"15,1,2399,0,49010,8,49169,2,49172,9,55314,4,38895,5,58326,2,46713,9,56996,1,57334,10,24277,9,22564,2,23982,7,39021,4,57046,8,22484,3","104,32358.164903846187,482506,19551.486279797555"
